,outlier,imputation,50,60,70,80,90,100
4,none,none,-6.02,-5.09,-4.34,-2.91,-1.57,0.0
0,none,drop,-1.17,-0.56,-0.24,-0.1,0.29,
3,none,mean,-2.27,-1.88,-1.49,-0.95,-0.27,
1,none,interpolation,-3.15,-2.35,-1.82,-1.31,-0.36,
2,none,locf,-4.16,-2.97,-2.34,-1.55,-0.62,
