,outlier,imputation,50,60,70,80,90,100
2,none,none,-17.74,-14.36,-12.17,-8.93,-5.1,-0.0
1,lof,none,-22.62,-19.51,-16.34,-11.57,-6.94,
0,iforest,none,-23.71,-20.79,-17.32,-12.86,-7.66,
3,z,none,-40.01,-33.39,-26.08,-18.22,-10.13,
