,outlier,imputation,50,60,70,80,90,100
4,none,none,-2.61,-2.07,-1.93,-1.38,-0.91,-0.0
0,none,LOCF,-1.56,-1.31,-0.97,-0.65,-0.38,
2,none,interpolation,-1.42,-1.12,-0.75,-0.69,-0.48,
1,none,drop,-1.1,-1.15,-1.12,-0.47,-0.64,
3,none,mean,-2.08,-1.73,-1.49,-0.94,-0.67,
