,outlier,imputation,50,60,70,80,90,100
3,none,none,-4.44,-3.96,-3.15,-2.11,-1.35,0.0
4,z,none,-5.04,-5.94,-5.8,-4.97,-3.79,
0,hst,none,-38.05,-29.13,-20.13,-13.11,-6.92,
2,lof,none,-39.35,-41.44,-35.34,-25.08,-14.37,
1,iforest,none,-66.36,-66.62,-66.11,-67.46,-78.31,
