name, column_name, n_tuples,n_attributes,p_num_var,p_cat_var,p_duplicates,total_size,column_uniqueness,column_density,column_entropy,p_correlated_features,max_pearson,min_pearson,column_type,mean,std,%missing,ML_ALGORITHM,BEST_METHOD1,SCORE1,BEST_METHOD2,SCORE2,BEST_METHOD3,SCORE3
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.375,dt,impute_linear_regression,0.926111411951646,impute_mean,0.9151179030489374,no_impute,0.9149108251207201
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.2817,dt,impute_linear_regression,0.9256912365677984,no_impute,0.9116602174096509,impute_mean,0.9078736979709575
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.2133,dt,impute_linear_regression,0.9553070311691001,impute_mean,0.9517281224235248,no_impute,0.9442857068144426
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.095,dt,impute_linear_regression,0.9553622416590932,no_impute,0.9257777274989685,impute_mean,0.9221916260036673
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.5,lr,impute_linear_regression,0.9407755699776894,impute_mean,0.9370100430580406,no_impute,0.9333398234941012
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.375,lr,impute_linear_regression,0.9554115102658036,impute_mean,0.9515938989368941,no_impute,0.9443277746456802
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.2817,lr,impute_linear_regression,0.9481042584470978,no_impute,0.94430926548169,impute_mean,0.94430926548169
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.2133,lr,impute_linear_regression,0.9479283286046571,no_impute,0.9404551825807865,impute_mean,0.9404551825807865
iris,petal_length,150,5,1.0,0.0,0.02,6128,0.2867,0.0236,3.4892,0.8,0.9628,-0.4205,numerical,3.7587,1.7644,0.095,lr,impute_linear_regression,0.9480387495846433,no_impute,0.9291745899775219,impute_mean,0.9291745899775219
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.5,dt,no_impute,0.9372302309399083,impute_mean,0.9333386802580351,impute_linear_regression,0.9252186787654624
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.375,dt,impute_mean,0.9335358961074249,no_impute,0.9299434507660864,impute_linear_regression,0.92603367003367
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.2817,dt,impute_mean,0.937156784076139,impute_linear_regression,0.9369532838679113,no_impute,0.9335060459254008
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.2133,dt,impute_linear_regression,0.9591421210002242,no_impute,0.9445379246746708,impute_mean,0.9445379246746708
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.095,dt,impute_mean,0.9517347135928167,impute_linear_regression,0.9480586151341095,no_impute,0.9442983625042918
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.5,lr,impute_linear_regression,0.9370834524338418,impute_mean,0.9224431824992836,no_impute,0.9186501575234629
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.375,lr,impute_linear_regression,0.9551154395433982,no_impute,0.9318583573889792,impute_mean,0.9280583981207324
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.2817,lr,impute_linear_regression,0.9290227440388608,no_impute,0.9020696836092346,impute_mean,0.8981168607480297
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.2133,lr,impute_mean,0.9517975403136694,no_impute,0.9481928296121845,impute_linear_regression,0.9443074406359431
iris,petal_width,150,5,1.0,0.0,0.02,6128,0.1467,0.0411,2.8181,0.8,0.9628,-0.4205,numerical,1.1987,0.7632,0.095,lr,impute_linear_regression,0.9480387495846433,no_impute,0.9444712224615606,impute_mean,0.9444712224615606
,,,
