name,n_tuples,n_attributes,p_num_var,p_cat_var,p_duplicates,total_size,p_avg_distinct,p_max_distinct,p_min_distinct,avg_density,max_density,min_density,avg_entropy,max_entropy,min_entropy,p_correlated_features,max_pearson,min_pearson,%missing,ML_ALGORITHM,BEST_METHOD1,SCORE1,BEST_METHOD2,SCORE2,BEST_METHOD3,SCORE3
car,1728,7,0.0,1.0,0.0,96896,0.0021,0.0023,0.0017,0.9712,6.7984,0.0,1.1844,1.3863,0.8358,nan,nan,nan,0.0865,nb,no_impute,0.7549270281876069,impute_standard,0.7549270281876069,impute_mice,0.6847959642311815
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3984,dt,impute_mean,0.8464286377688702,impute_std,0.8464286377688702,impute_mode,0.8464286377688702
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3286,dt,impute_std,0.8831282552323569,impute_mode,0.8831233119314909,impute_mean,0.8827123279323617
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.2385,dt,impute_mode,0.9211129326523687,impute_mean,0.9196724854252261,impute_median,0.9193381795959316
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.162,dt,impute_std,0.9481994323070871,impute_linear_and_logistic,0.9481041330066514,impute_mean,0.9477702629394209
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.0801,dt,impute_linear_and_logistic,0.9767665268869105,impute_knn,0.9732681415419431,impute_mean,0.9680351558243505
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3984,lr,no_impute,0.7848733669994986,impute_standard,0.7848733669994986,impute_mean,0.7817404281155399
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3286,lr,impute_mean,0.8136801639194834,impute_std,0.8136801639194834,impute_mode,0.8136801639194834
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.2385,lr,no_impute,0.8418053629225148,impute_standard,0.8418053629225148,impute_mean,0.8297387164507055
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.162,lr,no_impute,0.8771981907681098,impute_standard,0.8771981907681098,impute_mean,0.8580681132933126
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.0801,lr,no_impute,0.9483186230959939,impute_standard,0.9483186230959939,impute_mean,0.934026168917676
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3984,knn,impute_knn,0.8189257919972018,impute_mice,0.8170907427303354,impute_mean,0.796984573143947
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3286,knn,impute_mice,0.8742507825178183,impute_knn,0.8738513003689364,impute_mean,0.8631440652099756
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.2385,knn,impute_mice,0.9050977448848304,impute_knn,0.8985670864955843,impute_mean,0.8932994005867853
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.162,knn,impute_mice,0.9481231337409795,impute_knn,0.9337997566050518,impute_linear_and_logistic,0.925863745550437
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.0801,knn,impute_knn,0.9801590202846876,impute_mice,0.9759299048216782,no_impute,0.9742712445601679
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3984,nb,impute_mice,0.7406156007772798,impute_knn,0.7268427159173747,impute_linear_and_logistic,0.7185823442707397
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.3286,nb,impute_mice,0.7522476608422264,impute_knn,0.7322565686599772,impute_linear_and_logistic,0.7172658210915094
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.2385,nb,impute_mice,0.7567897435534527,impute_knn,0.7342678175080298,impute_linear_and_logistic,0.7312276942713974
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.162,nb,impute_mice,0.7618823651371809,impute_linear_and_logistic,0.7485545800655843,impute_knn,0.7458710039935388
users,322,5,0.0,1.0,0.9534,13008,0.0112,0.0124,0.0062,6.8886,14.9068,3.5393,0.9817,1.2812,0.6119,nan,nan,nan,0.0801,nb,impute_mice,0.769035116418127,impute_knn,0.7603848246111042,impute_soft,0.7573659515481169
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.4712,dt,impute_std,0.818925486808957,no_impute,0.8188516718789609,impute_median,0.8187595837744255
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.3776,dt,impute_median,0.8295806580994439,impute_mode,0.8252245266584032,no_impute,0.8248624464150556
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.282,dt,no_impute,0.8382239406360438,impute_mode,0.8365574136125316,impute_median,0.8355553477903989
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.1886,dt,impute_median,0.8442000387358197,impute_mode,0.8418126653162187,impute_mean,0.8400949629894114
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.0946,dt,impute_mean,0.8533299746207196,impute_std,0.8513982803674076,impute_median,0.8500173746205419
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.4712,lr,no_impute,0.846972668443063,impute_mean,0.846089908892821,impute_std,0.8460540454228336
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.3776,lr,impute_std,0.8509618559921991,impute_mean,0.8503563866121824,no_impute,0.8498720596502948
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.282,lr,no_impute,0.8622434762239235,impute_mean,0.8620667937032325,impute_std,0.8610431564266242
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.1886,lr,no_impute,0.8673192039844989,impute_median,0.8665673052205785,impute_mean,0.8664322776099782
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.0946,lr,no_impute,0.8729195321027262,impute_std,0.8722535467400987,impute_mean,0.8721834158569473
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.4712,knn,impute_soft,0.8288191002049312,impute_mean,0.8278734252685572,impute_median,0.8267926489311166
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.3776,knn,impute_mice,0.8327301785001541,impute_std,0.8322082864297795,impute_median,0.8321167049068918
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.282,knn,impute_mice,0.8397569096534151,impute_knn,0.8388499238783815,impute_median,0.8379580947902279
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.1886,knn,impute_median,0.8440476967669033,impute_mice,0.8425927300698692,impute_mean,0.8418917042140958
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.0946,knn,impute_std,0.850646385632505,impute_mean,0.8493885980814345,impute_median,0.8483200760428985
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.4712,nb,impute_soft,0.8267354618681781,impute_knn,0.8255795489607252,impute_linear_and_logistic,0.8242465191485351
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.3776,nb,impute_knn,0.8255161505057342,impute_mice,0.8187680303585705,impute_soft,0.809754198228875
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.282,nb,impute_soft,0.8303861438589223,impute_knn,0.8251587711385621,impute_linear_and_logistic,0.825131885208613
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.1886,nb,no_impute,0.8483545522769577,impute_standard,0.8474510403538328,impute_std,0.8432341486548327
bank,3074,17,0.41,0.59,0.0,418192,0.0581,0.5917,0.0007,7.741,36.4021,0.0,1.9746,6.9959,0.0764,0.0,0.6061,-0.0901,0.0946,nb,impute_standard,0.8522809441119994,no_impute,0.8519411409997272,impute_std,0.8480109526891384
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.4516,dt,impute_linear_and_logistic,0.6131029088938262,impute_soft,0.6064897310310449,impute_mice,0.6041776530310218
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.3583,dt,impute_mode,0.6121137944932303,impute_knn,0.6110178823209617,impute_std,0.6061698633790347
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.2712,dt,impute_median,0.6138636825683649,impute_mice,0.6131791257625898,impute_mean,0.6122061769661654
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.1809,dt,impute_linear_and_logistic,0.6249411932824815,impute_mean,0.6246143031071175,impute_std,0.6245023181663667
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.0908,dt,impute_median,0.6285229061492504,impute_mice,0.624356940248183,impute_linear_and_logistic,0.6237225658828544
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.4516,lr,impute_std,0.6328842486926028,no_impute,0.6281400261158201,impute_standard,0.6268917285304858
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.3583,lr,no_impute,0.6384721112023524,impute_median,0.6379267048836864,impute_mode,0.6360128795851251
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.2712,lr,no_impute,0.6467478034984474,impute_std,0.6451941099386642,impute_median,0.6419122915808196
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.1809,lr,no_impute,0.652648583625582,impute_standard,0.6505051499975764,impute_std,0.6497634718477403
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.0908,lr,no_impute,0.6507261788865231,impute_standard,0.6493708041405243,impute_mode,0.6492999407220459
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.4516,knn,impute_knn,0.6338427063573422,impute_mice,0.6306450641492,no_impute,0.6275302794656903
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.3583,knn,impute_mode,0.6423441607961538,impute_linear_and_logistic,0.635659167252518,impute_soft,0.6321583558425458
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.2712,knn,impute_mean,0.6444886558861903,impute_std,0.6411288671563876,no_impute,0.6370874417736097
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.1809,knn,impute_mice,0.6462934964027798,no_impute,0.6456479579641796,impute_median,0.6455636925135647
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.0908,knn,no_impute,0.6584011961120791,impute_median,0.6534070659379584,impute_mice,0.651772518532225
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.4516,nb,impute_knn,0.6609721966478392,impute_linear_and_logistic,0.6601150345813696,impute_soft,0.6548858554421269
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.3583,nb,impute_soft,0.6634527992720456,impute_linear_and_logistic,0.66247226045312,impute_knn,0.6605835604897392
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.2712,nb,impute_mice,0.6724563771163932,impute_linear_and_logistic,0.6706847414582312,impute_knn,0.669114011200832
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.1809,nb,impute_soft,0.6736836233731414,impute_knn,0.6723499108902784,impute_mice,0.6721900286600491
german,1000,10,0.4,0.6,0.0,80128,0.1033,0.921,0.002,6.2992,15.0,0.0,1.9213,6.7956,0.6109,0.0,0.625,-0.0361,0.0908,nb,impute_mice,0.6783577273311998,impute_soft,0.6776897559356596,impute_linear_and_logistic,0.6774614912978044
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.4672,dt,impute_median,0.7412260790637107,impute_mean,0.7394159873470173,impute_mode,0.73790886073455
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.3744,dt,impute_median,0.7516309091517682,impute_mode,0.7511170343003439,impute_mean,0.7503999302829899
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.2796,dt,impute_median,0.7682927727759412,impute_mean,0.7653026442830853,impute_mode,0.7643509667835493
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.1869,dt,impute_median,0.7774996940882134,impute_mode,0.7739633444300099,impute_mean,0.773848638920389
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.0935,dt,impute_mean,0.7880093454195188,impute_median,0.7867687803055828,impute_mode,0.7851348514922163
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.4672,lr,no_impute,0.7923779924735976,impute_mean,0.7880407695088631,impute_median,0.7844376103987303
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.3744,lr,no_impute,0.8039835848654949,impute_mean,0.7956252922715376,impute_mode,0.795335902095352
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.2796,lr,no_impute,0.8174900141495025,impute_mean,0.8149099701869067,impute_median,0.8123806679985806
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.1869,lr,no_impute,0.823355552321037,impute_median,0.8214860107464218,impute_mean,0.8211038188514905
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.0935,lr,no_impute,0.8282257719414594,impute_median,0.8281200710423696,impute_mean,0.8277692104996263
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.4672,knn,impute_mean,0.755196874948682,impute_median,0.7507989114468607,impute_linear_and_logistic,0.7500550532187953
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.3744,knn,impute_mice,0.7689129849031215,impute_mode,0.7672952286535079,impute_mean,0.7668184838556865
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.2796,knn,impute_mean,0.7830487780178177,impute_mode,0.7805300484012399,impute_median,0.778880456187966
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.1869,knn,impute_median,0.7959254418616433,impute_mean,0.7951732638558247,no_impute,0.794865115823714
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.0935,knn,impute_mean,0.7999644308244203,impute_mode,0.7991257980299984,no_impute,0.7985183831909396
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.4672,nb,impute_knn,0.7386845172776408,impute_linear_and_logistic,0.7365728167007721,impute_mice,0.7346854621445981
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.3744,nb,impute_linear_and_logistic,0.7542262943574249,impute_knn,0.7539615798100681,impute_mice,0.7422358955943906
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.2796,nb,impute_linear_and_logistic,0.7618730614595923,impute_knn,0.7607468762764664,impute_mice,0.7516953344328539
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.1869,nb,impute_knn,0.7728513110727063,impute_linear_and_logistic,0.7720396150540993,impute_mice,0.7606247536263293
adult,3017,15,0.4,0.6,0.0,362168,0.0711,0.9486,0.0007,3.0447,18.6816,0.0,1.8318,7.9385,0.3115,0.0,0.1536,-0.0778,0.0935,nb,impute_knn,0.7772849453410262,impute_linear_and_logistic,0.7721182856221085,impute_mice,0.7640356978386268
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.4882,dt,impute_mice,0.46389491212744083,impute_soft,0.4465680835749973,impute_knn,0.41989029480533807
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.3874,dt,impute_knn,0.5676668841459331,impute_mice,0.5666279102198907,impute_soft,0.5175377509014212
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.2924,dt,impute_knn,0.6528172923268336,impute_mice,0.6398809290107351,impute_soft,0.6052172669689942
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.1957,dt,impute_knn,0.7151603948499743,impute_linear_and_logistic,0.6916687965259315,impute_mice,0.6866109308574447
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.0979,dt,impute_linear_and_logistic,0.7699539877025982,impute_knn,0.7685998346869478,impute_mice,0.7659937500495091
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.4882,lr,impute_knn,0.6107374370599319,impute_mice,0.6099540082750491,impute_soft,0.5998625588153998
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.3874,lr,impute_mice,0.7287493658578609,impute_knn,0.7179614931125204,impute_soft,0.7054678800447365
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.2924,lr,impute_knn,0.7645766415699938,impute_soft,0.7480660844662568,impute_mice,0.7460926325282822
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.1957,lr,impute_knn,0.8250880190146236,impute_mice,0.8095663603230105,impute_mean,0.807338987709132
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.0979,lr,impute_random,0.8590345008205053,impute_mean,0.8589822142855797,impute_std,0.8589822142855797
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.4882,knn,impute_mice,0.5280916014299295,impute_knn,0.5243985502172488,impute_soft,0.49501578762311965
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.3874,knn,impute_mice,0.6537143827693601,impute_knn,0.6416237378511301,impute_soft,0.6380946881403189
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.2924,knn,impute_mice,0.7001084724741076,impute_knn,0.6931833467611745,impute_soft,0.6909864296787906
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.1957,knn,impute_mice,0.7392396644102375,impute_knn,0.7366586636465803,impute_soft,0.732109738078909
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.0979,knn,impute_knn,0.7724295875585337,impute_mice,0.7708296382302252,impute_soft,0.766590810823841
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.4882,nb,no_impute,0.59305320503557,impute_standard,0.59305320503557,impute_mean,0.5477190081921371
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.3874,nb,no_impute,0.6278721144950055,impute_standard,0.6278721144950055,impute_mean,0.6059706327770236
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.2924,nb,impute_mean,0.6597808756796624,impute_std,0.6597808756796624,impute_mode,0.6597808756796624
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.1957,nb,impute_mean,0.7387426277063835,impute_std,0.7387426277063835,impute_mode,0.7387426277063835
soybean,249,36,0.0,1.0,0.012,71840,0.0125,0.0602,0.008,16.1119,36.8976,0.2139,0.7101,2.551,0.0467,nan,nan,nan,0.0979,nb,impute_mean,0.8177924728701329,impute_std,0.8177924728701329,impute_mode,0.8177924728701329
mushrooms,4021,23,0.0,1.0,0.0,711845,0.0013,0.003,0.0002,6.6123,35.7281,0.0,0.9857,2.0917,-0.0,nan,nan,nan,0.4792,dt,impute_standard,0.938876882850465,no_impute,0.9384976167490632,impute_std,0.9323143949591259
mushrooms,4021,23,0.0,1.0,0.0,711845,0.0013,0.003,0.0002,6.6123,35.7281,0.0,0.9857,2.0917,-0.0,nan,nan,nan,0.3815,dt,no_impute,0.9640620670666336,impute_standard,0.9627180008647538,impute_mean,0.958792624446888
mushrooms,4021,23,0.0,1.0,0.0,711845,0.0013,0.003,0.0002,6.6123,35.7281,0.0,0.9857,2.0917,-0.0,nan,nan,nan,0.2878,dt,impute_knn,0.9848818987229806,impute_standard,0.9756667723387091,no_impute,0.9752181881428796
mushrooms,4021,23,0.0,1.0,0.0,711845,0.0013,0.003,0.0002,6.6123,35.7281,0.0,0.9857,2.0917,-0.0,nan,nan,nan,0.1914,dt,impute_knn,0.9953743806108546,no_impute,0.9853289632542281,impute_std,0.9851221048322297
