name, column_name, n_tuples,n_attributes,p_num_var,p_cat_var,p_duplicates,total_size,column_uniqueness,column_density,column_entropy,p_correlated_features,max_pearson,min_pearson,column_type,mean,std,%missing,ML_ALGORITHM,BEST_METHOD
users,TC,322,5,0.0,1.0,0.9161,13008,0.0124,1.9487,1.1348,nan,nan,nan,categorical,None,None,0.295,knn,impute_bfill
users,TC,322,5,0.0,1.0,0.9161,13008,0.0124,2.8331,1.214,nan,nan,nan,categorical,None,None,0.1894,knn,impute_bfill
users,TC,322,5,0.0,1.0,0.9224,13008,0.0124,4.2658,1.2476,nan,nan,nan,categorical,None,None,0.118,knn,impute_bfill
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3636,1.1078,0.0,0.5526,-0.5665,categorical,None,None,0.4932,nb,no_impute
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3619,1.2202,0.0,0.5526,-0.5839,categorical,None,None,0.3937,nb,no_impute
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3505,1.3057,0.0,0.5526,-0.5839,categorical,None,None,0.3039,nb,impute_bfill
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3563,1.3801,0.0,0.553,-0.583,categorical,None,None,0.1975,nb,impute_bfill
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9871,160968,0.0022,1.3461,1.4574,0.0,0.5526,-0.58,categorical,None,None,0.0923,nb,no_impute
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3636,1.1078,0.0,0.5526,-0.5665,categorical,None,None,0.4932,knn,impute_logistic_regression
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3619,1.2202,0.0,0.5526,-0.5839,categorical,None,None,0.3937,knn,impute_logistic_regression
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3505,1.3057,0.0,0.5526,-0.5839,categorical,None,None,0.3039,knn,impute_logistic_regression
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9866,160968,0.0022,1.3563,1.3801,0.0,0.553,-0.583,categorical,None,None,0.1975,knn,impute_logistic_regression
mushrooms,SporePrintColor,4021,5,0.0,1.0,0.9871,160968,0.0022,1.3461,1.4574,0.0,0.5526,-0.58,categorical,None,None,0.0923,knn,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3474,1.1558,0.0,0.5526,-0.5878,categorical,None,None,0.4932,nb,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3204,1.2878,0.0,0.5526,-0.5878,categorical,None,None,0.3937,nb,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3258,1.3666,0.0,0.5526,-0.5878,categorical,None,None,0.3039,nb,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3236,1.4617,0.0,0.5526,-0.5878,categorical,None,None,0.1975,nb,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9868,160968,0.0022,1.3115,1.5421,0.0,0.5526,-0.5878,categorical,None,None,0.0923,nb,no_impute
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3474,1.1558,0.0,0.5526,-0.5878,categorical,None,None,0.4932,knn,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3204,1.2878,0.0,0.5526,-0.5878,categorical,None,None,0.3937,knn,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3258,1.3666,0.0,0.5526,-0.5878,categorical,None,None,0.3039,knn,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9861,160968,0.0022,1.3236,1.4617,0.0,0.5526,-0.5878,categorical,None,None,0.1975,knn,impute_logistic_regression
mushrooms,Odor,4021,5,0.0,1.0,0.9868,160968,0.0022,1.3115,1.5421,0.0,0.5526,-0.5878,categorical,None,None,0.0923,knn,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,27.1994,0.6566,0.0,0.5551,-0.5878,categorical,None,None,0.4932,nb,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,23.7301,0.6838,0.0,0.5682,-0.5878,categorical,None,None,0.3937,nb,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,28.99,0.6795,0.0,0.5418,-0.5878,categorical,None,None,0.3039,nb,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9843,160968,0.0005,29.4221,0.6747,0.0,0.553,-0.5878,categorical,None,None,0.1975,nb,impute_logistic_regression
mushrooms,GillSize,4021,5,0.0,1.0,0.9848,160968,0.0005,30.8583,0.6505,0.0,0.5495,-0.5878,categorical,None,None,0.0923,nb,no_impute
