Coupons,Year,Quarter,Origin,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,RoundTrip,OnLine,DollarCred,FarePerMile,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,ItinGeoType
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.1006,AS,4.0,563.0,0.0,5594.0,12,5594.0,1
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,0.1481,UA,1.0,484.0,0.0,3268.0,7,3268.0,1
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,0.0,1,0.0017,DL,1.0,11.0,0.0,6423.0,13,6323.0,1
2,2021,1,OGG,13830,1383002,33830,US,15,HI,Hawaii,2,0.0,0.0,1,0.0507,UA,1.0,138.0,0.0,2722.0,6,2722.0,1
4,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.0026,AA,1.0,11.0,0.0,4268.0,9,4268.0,1
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,0.0,0.0,1,0.0809,OO,3.0,200.0,0.0,2472.0,5,2472.0,1
2,2021,1,LGB,12954,1295407,32575,US,6,CA,California,91,1.0,1.0,1,0.0833,HA,3.0,428.0,0.0,5138.0,11,5138.0,1
2,2021,1,SAN,14679,1467903,33570,US,6,CA,California,91,1.0,1.0,1,0.2676,AS,1.0,1368.0,0.0,5112.0,11,5112.0,1
1,2021,1,JNU,12523,1252306,32523,US,2,AK,Alaska,1,0.0,1.0,1,0.7895,AS,1.0,75.0,0.0,95.0,1,95.0,1
3,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.1288,UA,1.0,851.0,0.0,6607.0,14,6607.0,1
3,2021,1,SAN,14679,1467903,33570,US,6,CA,California,91,1.0,1.0,1,0.0813,HA,1.0,427.0,0.0,5255.0,11,5255.0,1
1,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,0.0,1.0,1,0.0695,AA,1.0,144.0,0.0,2072.0,5,2072.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.0386,WN,1.0,107.0,0.0,2771.0,6,2771.0,1
3,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,125,UA,1.0,837.0,0.0,6695.0,14,6695.0,1
6,2021,1,FAI,11630,1163002,31517,US,2,AK,Alaska,1,1.0,0.0,1,0.0947,DL,1.0,740.0,0.0,7814.0,16,7814.0,1
4,2021,1,JNU,12523,1252306,32523,US,2,AK,Alaska,1,1.0,1.0,1,0.9863,AS,1.0,649.0,0.0,658.0,2,658.0,1
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.0599,AS,1.0,149.0,0.0,2486.0,5,2486.0,1
2,2021,1,STT,15024,1502403,34945,US,78,VI,U.S. Virgin Islands,4,0.0,1.0,1,0.1847,AA,1.0,407.0,0.0,2203.0,5,2203.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.2282,AS,1.0,1469.0,0.0,6436.0,13,6436.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.0365,AS,2.0,292.0,0.0,8004.0,17,8004.0,1
2,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,0.0,1,0.0653,UA,1.0,247.0,0.0,3784.0,8,3784.0,1
2,2021,1,RNO,14570,1457002,34570,US,32,NV,Nevada,85,0.0,0.0,1,0.1145,QX,1.0,349.0,0.0,3047.0,7,3047.0,1
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.0517,DL,1.0,344.0,0.0,6658.0,14,6658.0,1
4,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,0.0,0.0,1,0.1097,AA,1.0,269.0,0.0,2452.0,5,2452.0,1
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.1315,UA,1.0,885.0,0.0,6730.0,14,6730.0,1
3,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,0.0,1,0.1665,DL,1.0,902.0,0.0,5417.0,11,5417.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,0.0,0.0,1,0.1214,DL,1.0,278.0,0.0,2290.0,5,2290.0,1
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.0927,HA,3.0,237.0,0.0,2556.0,6,2556.0,1
1,2021,1,SJC,14831,1483106,32457,US,6,CA,California,91,0.0,1.0,1,0.1167,HA,1.0,282.0,0.0,2417.0,5,2417.0,1
4,2021,1,LIT,12992,1299206,32600,US,5,AR,Arkansas,71,1.0,0.0,1,0.0774,OO,1.0,651.0,0.0,8414.0,17,8414.0,1
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,305,HA,1.0,1559.0,0.0,5112.0,11,5112.0,1
4,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,1.0,1.0,1,0.0756,AA,1.0,487.0,0.0,6446.0,13,6446.0,1
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,0.0,1.0,1,0.0284,NK,2.0,71.0,0.0,2499.0,5,2499.0,1
2,2021,1,STX,15027,1502704,34992,US,78,VI,U.S. Virgin Islands,4,0.0,1.0,1,0.2442,AA,1.0,708.0,0.0,2899.0,6,2899.0,1
4,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,1.0,1.0,1,0.0526,B6,1.0,171.0,0.0,3254.0,7,3254.0,1
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.1241,DL,1.0,617.0,0.0,4972.0,10,4972.0,1
4,2021,1,GEG,11884,1188402,31884,US,53,WA,Washington,93,1.0,0.0,1,0.1062,QX,1.0,355.0,0.0,3344.0,7,3344.0,1
2,2021,1,STT,15024,1502403,34945,US,78,VI,U.S. Virgin Islands,4,0.0,1.0,1,0.2771,DL,1.0,636.0,0.0,2295.0,5,2295.0,1
1,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.0949,AS,2.0,254.0,0.0,2677.0,6,2677.0,1
1,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,0.0,1.0,1,0.0128,NK,2.0,16.0,0.0,1246.0,3,1246.0,1
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,0.1536,UA,1.0,502.0,0.0,3268.0,7,3268.0,1
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,0.0,1.0,1,0.0832,UA,1.0,346.0,0.0,4159.0,9,4159.0,1
4,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.0458,WN,1.0,229.0,0.0,4998.0,10,4998.0,1
2,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,0.0,1.0,1,0.0653,HA,1.0,191.0,0.0,2925.0,6,2925.0,1
3,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,1.0,1,0.0993,DL,1.0,604.0,0.0,6080.0,13,6080.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,0.0,1,0.1505,DL,1.0,834.0,0.0,5542.0,12,5542.0,1
4,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,0.0,1,0.0625,OO,1.0,353.0,0.0,5646.0,12,5646.0,1
5,2021,1,PSC,14252,1425202,34252,US,53,WA,Washington,93,1.0,0.0,1,0.0648,QX,1.0,368.0,0.0,5675.0,12,5675.0,1
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,0.0,1.0,1,0.0776,AA,1.0,294.0,0.0,3791.0,8,3791.0,1
4,2021,1,GJT,11921,1192102,31921,US,8,CO,Colorado,82,1.0,0.0,1,0.0876,OO,1.0,693.0,0.0,7912.0,16,7912.0,1
1,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.1564,HA,3.0,432.0,0.0,2762.0,6,2762.0,1
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,1.0,1,0.0988,DL,1.0,529.0,0.0,5354.0,11,5354.0,1
3,2021,1,LBB,12896,1289607,32896,US,48,TX,Texas,74,0.0,0.0,1,0.0016,OO,1.0,5.0,0.0,3143.0,7,3143.0,1
2,2021,1,PSG,14256,1425605,34256,US,2,AK,Alaska,1,0.0,0.0,1,0.5612,AS,1.0,527.0,0.0,939.0,2,939.0,1
2,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,0.0,1.0,1,0.0902,AS,1.0,297.0,0.0,3293.0,7,3293.0,1
4,2021,1,BHM,10599,1059904,30599,US,1,AL,Alabama,51,1.0,0.0,1,0.1175,OH,1.0,429.0,0.0,3650.0,8,3650.0,1
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,0.0,1.0,1,0.0631,AS,1.0,258.0,0.0,4087.0,9,4087.0,1
2,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,1.0,1,0.2142,UA,1.0,1060.0,0.0,4949.0,10,4949.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.1454,AA,1.0,429.0,0.0,2950.0,6,2950.0,1
2,2021,1,STT,15024,1502403,34945,US,78,VI,U.S. Virgin Islands,4,0.0,0.0,1,0.0956,AA,1.0,202.0,0.0,2112.0,5,2112.0,1
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,0.0,1.0,1,0.4339,AA,1.0,1749.0,0.0,4031.0,9,4031.0,1
1,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,1.0,1,0.2566,AS,1.0,669.0,0.0,2607.0,6,2607.0,1
3,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,0.0,1,0.0669,UA,1.0,319.0,0.0,4928.0,10,4765.0,1
2,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0967,HA,1.0,476.0,0.0,4924.0,10,4924.0,1
2,2021,1,BUF,10792,1079206,30792,US,36,NY,New York,22,0.0,0.0,1,1,MQ,1.0,5.0,0.0,4923.0,10,4923.0,1
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.1026,AS,2.0,297.0,0.0,2896.0,6,2896.0,1
1,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,0.0,1.0,1,0.0855,UA,1.0,205.0,0.0,2398.0,5,2398.0,1
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,0.0,1.0,1,0.1146,AS,1.0,510.0,0.0,4451.0,9,4451.0,1
2,2021,1,PSC,14252,1425202,34252,US,53,WA,Washington,93,0.0,0.0,1,0.2266,QX,1.0,245.0,0.0,1081.0,3,1081.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,0.0,1,0.0019,UA,1.0,5.0,0.0,2588.0,6,2588.0,1
2,2021,1,CLE,11042,1104205,30647,US,39,OH,Ohio,44,0.0,1.0,1,0.0518,AA,3.0,110.0,0.0,2125.0,5,2125.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,1.0,1.0,1,0.9951,HA,17.0,203.0,0.0,204.0,1,204.0,1
2,2021,1,OTZ,13970,1397005,33970,US,2,AK,Alaska,1,1.0,1.0,1,0.5018,AS,1.0,550.0,0.0,1096.0,3,1096.0,1
4,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,53,DL,1.0,551.0,0.0,10394.0,21,10394.0,1
4,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,1.0,1.0,1,0.0573,AA,1.0,441.0,0.0,7702.0,16,7702.0,1
1,2021,1,RDU,14492,1449202,34492,US,37,NC,North Carolina,36,0.0,1.0,1,0.1703,B6,1.0,244.0,0.0,1433.0,3,1433.0,1
3,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,1.0,1.0,1,0.0861,UA,1.0,675.0,0.0,7839.0,16,7839.0,1
4,2021,1,LIH,12982,1298202,32982,US,15,HI,Hawaii,2,1.0,1.0,1,0.1046,HA,1.0,523.0,0.0,5000.0,11,5000.0,1
2,2021,1,RDU,14492,1449202,34492,US,37,NC,North Carolina,36,0.0,1.0,1,0.1045,WN,1.0,180.0,0.0,1723.0,4,1723.0,1
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,1.3063,AS,2.0,661.0,0.0,506.0,2,506.0,1
2,2021,1,MDW,13232,1323202,30977,US,17,IL,Illinois,41,0.0,1.0,1,0.0486,WN,2.0,207.0,0.0,4255.0,9,4255.0,1
1,2021,1,OGG,13830,1383002,33830,US,15,HI,Hawaii,2,0.0,1.0,1,0.7211,AA,1.0,2676.0,0.0,3711.0,8,3711.0,1
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.5006,AS,1.0,776.0,0.0,1550.0,4,1550.0,1
1,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,0.0,1.0,1,0.53,UA,1.0,866.0,0.0,1634.0,4,1634.0,1
3,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,0.0,1.0,1,0.0676,DL,1.0,295.0,0.0,4361.0,9,4361.0,1
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,0.0746,UA,1.0,240.0,0.0,3216.0,7,3216.0,1
3,2021,1,SAN,14679,1467903,33570,US,6,CA,California,91,0.0,1.0,1,0.0474,HA,1.0,133.0,0.0,2804.0,6,2804.0,1
6,2021,1,JAX,12451,1245102,31136,US,12,FL,Florida,33,1.0,0.0,1,0.2108,UA,1.0,3593.0,0.0,17044.0,25,17044.0,1
4,2021,1,MYR,13577,1357702,31135,US,45,SC,South Carolina,37,1.0,1.0,1,0.0716,DL,1.0,267.0,0.0,3728.0,8,3728.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,0.0,1,0.0534,UA,1.0,266.0,0.0,4979.0,10,4979.0,1
4,2021,1,ABQ,10140,1014005,30140,US,35,NM,New Mexico,86,1.0,0.0,1,0.0551,OO,1.0,409.0,0.0,7428.0,15,7428.0,1
3,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.0177,AS,2.0,122.0,0.0,6901.0,14,6901.0,1
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,139,AS,1.0,799.0,0.0,5748.0,12,5748.0,1
1,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,0.0,1.0,1,0.0596,DL,1.0,115.0,0.0,1930.0,4,1930.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.0887,DL,1.0,375.0,0.0,4226.0,9,4226.0,1
4,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,0.0,1.0,1,0.1025,UA,1.0,845.0,0.0,8241.0,17,8241.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.0613,AS,1.0,420.0,0.0,6852.0,14,6852.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.0559,NK,8.0,133.0,0.0,2378.0,5,2378.0,1
3,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.1053,UA,1.0,552.0,0.0,5243.0,11,5243.0,1
2,2021,1,ITO,12402,1240203,32402,US,15,HI,Hawaii,2,0.0,1.0,1,0.3386,HA,1.0,107.0,0.0,316.0,1,316.0,1
4,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.0465,UA,3.0,397.0,0.0,8544.0,18,8544.0,1
2,2021,1,OGG,13830,1383002,33830,US,15,HI,Hawaii,2,1.0,1.0,1,715,HA,1.0,143.0,0.0,200.0,1,200.0,1
4,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,1.0,1.0,1,0.0019,UA,1.0,11.0,0.0,5776.0,12,5776.0,1
4,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.0762,UA,1.0,289.0,0.0,3792.0,8,3792.0,1
4,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.0173,NK,2.0,75.0,0.0,4330.0,9,4330.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,1.0,1.0,1,0.0999,DL,1.0,598.0,0.0,5988.0,12,5988.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,0.0,1,0.4381,AS,1.0,612.0,0.0,1580.0,4,1397.0,1
2,2021,1,FAI,11630,1163002,31517,US,2,AK,Alaska,1,0.0,1.0,1,0.3791,AS,1.0,666.0,0.0,1757.0,4,1757.0,1
2,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.4781,AS,4.0,524.0,0.0,1096.0,3,1096.0,1
4,2021,1,PIT,14122,1412202,30198,US,42,PA,Pennsylvania,23,1.0,0.0,1,0.0909,YX,1.0,374.0,0.0,4116.0,9,4116.0,1
2,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.0606,DL,8.0,133.0,0.0,2193.0,5,2193.0,1
3,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.0035,AS,1.0,11.0,0.0,3119.0,7,3119.0,1
4,2021,1,FAI,11630,1163002,31517,US,2,AK,Alaska,1,1.0,0.0,1,0.1123,AS,1.0,434.0,0.0,3864.0,8,3864.0,1
2,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0739,WN,2.0,364.0,0.0,4924.0,10,4924.0,1
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.0479,UA,7.0,119.0,0.0,2486.0,5,2486.0,1
2,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0827,HA,1.0,407.0,0.0,4924.0,10,4924.0,1
2,2021,1,STT,15024,1502403,34945,US,78,VI,U.S. Virgin Islands,4,0.0,1.0,1,0.0951,AA,1.0,264.0,0.0,2775.0,6,2775.0,1
6,2021,1,ECP,11481,1148102,31481,US,12,FL,Florida,33,1.0,0.0,1,0.1116,DL,1.0,1059.0,0.0,9486.0,19,9486.0,1
3,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,1.0,0.0,1,0.0882,HA,1.0,442.0,0.0,5555.0,12,5012.0,1
4,2021,1,CID,11003,1100303,31003,US,19,IA,Iowa,61,1.0,0.0,1,0.0653,OO,1.0,555.0,0.0,8493.0,17,8493.0,1
4,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,43,AA,1.0,277.0,0.0,6440.0,13,6440.0,1
4,2021,1,SBP,14698,1469802,34236,US,6,CA,California,91,1.0,0.0,1,0.1105,OO,1.0,565.0,0.0,5114.0,11,5114.0,1
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,0.0,1.0,1,113,UA,1.0,473.0,0.0,4184.0,9,4184.0,1
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,1.0,1,0.0641,DL,2.0,308.0,0.0,4808.0,10,4808.0,1
1,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,0.0,1.0,1,0.1801,UA,1.0,764.0,0.0,4243.0,9,4243.0,1
1,2021,1,OAK,13796,1379608,32457,US,6,CA,California,91,0.0,1.0,1,0.0417,HA,3.0,98.0,0.0,2349.0,5,2349.0,1
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,0.0,1.0,1,0.0236,NK,1.0,65.0,0.0,2749.0,6,2749.0,1
2,2021,1,FAI,11630,1163002,31517,US,2,AK,Alaska,1,0.0,1.0,1,0.1335,AS,1.0,541.0,0.0,4053.0,9,4053.0,1
2,2021,1,OGG,13830,1383002,33830,US,15,HI,Hawaii,2,0.0,1.0,1,0.1021,AA,1.0,480.0,0.0,4700.0,10,4700.0,1
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,0.0,1.0,1,0.2023,UA,1.0,853.0,0.0,4217.0,9,4217.0,1
4,2021,1,ABQ,10140,1014005,30140,US,35,NM,New Mexico,86,1.0,1.0,1,0.1196,WN,1.0,654.0,0.0,5470.0,11,5470.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,1.0,1,0.0734,AS,1.0,465.0,0.0,6338.0,13,6338.0,1
2,2021,1,OAK,13796,1379608,32457,US,6,CA,California,91,1.0,1.0,1,0.2248,HA,1.0,1056.0,0.0,4698.0,10,4698.0,1
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,0.0,1.0,1,0.1091,HA,1.0,336.0,0.0,3080.0,7,3080.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,1.0,1.0,1,0.3218,HA,3.0,139.0,0.0,432.0,1,432.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.06,AA,1.0,242.0,0.0,4031.0,9,4031.0,1
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.1394,UA,1.0,349.0,0.0,2504.0,6,2504.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,0.0,1.0,1,0.0751,AA,1.0,368.0,0.0,4903.0,10,4903.0,1
2,2021,1,HNL,12173,1217305,32134,US,15,HI,Hawaii,2,1.0,1.0,1,0.3465,DL,1.0,2075.0,0.0,5988.0,12,5988.0,1
2,2021,1,SAN,14679,1467903,33570,US,6,CA,California,91,1.0,1.0,1,0.0661,HA,2.0,336.0,0.0,5082.0,11,5082.0,1
3,2021,1,OGG,13830,1383002,33830,US,15,HI,Hawaii,2,0.0,1.0,1,0.1866,UA,1.0,902.0,0.0,4834.0,10,4834.0,1
4,2021,1,FAI,11630,1163002,31517,US,2,AK,Alaska,1,1.0,1.0,1,0.0781,AS,1.0,453.0,0.0,5802.0,12,5802.0,1
2,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,1.0,1,0.0227,AS,1.0,76.0,0.0,3352.0,7,3352.0,1
2,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,1.0,1.0,1,0.1183,DL,3.0,384.0,0.0,3246.0,7,3246.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,0.0,1.0,1,0.0227,NK,1.0,85.0,0.0,3752.0,8,3752.0,1
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,1.0,1,297,AS,1.0,1568.0,0.0,5280.0,11,5280.0,1
6,2021,1,KTN,12819,1281902,31401,US,2,AK,Alaska,1,1.0,0.0,1,0.1619,AS,1.0,962.0,0.0,5942.0,12,5942.0,1
2,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,0.0,1.0,1,0.1273,WN,1.0,278.0,0.0,2183.0,5,2183.0,1
6,2021,1,MDT,13230,1323002,32070,US,42,PA,Pennsylvania,23,1.0,0.0,1,0.0564,G7,1.0,543.0,0.0,9629.0,20,9629.0,1
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,0.0,1.0,1,0.0842,HA,1.0,239.0,0.0,2840.0,6,2840.0,1
6,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,1.0,0.0,1,3,AS,1.0,11.0,0.0,3676.0,8,3676.0,1
2,2021,1,STT,15024,1502403,34945,US,78,VI,U.S. Virgin Islands,4,0.0,1.0,1,0.0708,DL,1.0,267.0,0.0,3771.0,8,3771.0,1
1,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.0603,AA,3.0,95.0,0.0,1576.0,4,1576.0,1
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.1581,DL,1.0,792.0,0.0,5008.0,11,5008.0,1
5,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,0.0,1,0.0438,DL,1.0,388.0,0.0,8851.0,18,8851.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.0299,F9,4.0,71.0,0.0,2378.0,5,2378.0,1
1,2021,1,KTN,12819,1281902,31401,US,2,AK,Alaska,1,0.0,1.0,1,0.5043,AS,1.0,118.0,0.0,234.0,1,234.0,1
2,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,0.0,1.0,1,0.1863,AA,1.0,338.0,0.0,1814.0,4,1814.0,1
2,2021,1,ROC,14576,1457606,34576,US,36,NY,New York,22,0.0,1.0,1,0.0021,DL,1.0,5.0,0.0,2348.0,5,2348.0,1
4,2021,1,OMA,13871,1387102,33316,US,31,NE,Nebraska,65,1.0,1.0,1,0.0604,AA,1.0,471.0,0.0,7794.0,16,7794.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.0903,WN,2.0,189.0,0.0,2092.0,5,2092.0,1
2,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,0.0,1,0.1482,AS,1.0,456.0,0.0,3077.0,7,3077.0,1
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.0346,AA,4.0,150.0,0.0,4330.0,9,4330.0,1
4,2021,1,GEG,11884,1188402,31884,US,53,WA,Washington,93,1.0,0.0,1,0.0291,QX,1.0,166.0,0.0,5705.0,12,5705.0,1
4,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,1.0,1.0,1,0.0217,AA,1.0,174.0,0.0,8011.0,17,8011.0,1
4,2021,1,MSY,13495,1349505,33495,US,22,LA,Louisiana,72,1.0,1.0,1,0.0913,B6,1.0,314.0,0.0,3440.0,7,3440.0,1
3,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.1117,DL,1.0,686.0,0.0,6140.0,13,6140.0,1
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.0838,DL,1.0,568.0,0.0,6780.0,14,6780.0,1
4,2021,1,ANC,10299,1029906,30299,US,2,AK,Alaska,1,1.0,0.0,1,0.0649,DL,1.0,217.0,0.0,3344.0,7,3344.0,1
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.0499,UA,1.0,255.0,0.0,5112.0,11,5112.0,1
1,2021,1,KOA,12758,1275804,32758,US,15,HI,Hawaii,2,0.0,1.0,1,0.2208,AA,1.0,553.0,0.0,2504.0,6,2504.0,1
4,2021,1,OAK,13796,1379608,32457,US,6,CA,California,91,1.0,1.0,1,0.0525,HA,1.0,270.0,0.0,5144.0,11,5144.0,1
3,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0516,WN,2.0,256.0,0.0,4966.0,10,4966.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,0.0,1.0,1,0.1289,AA,3.0,161.0,0.0,1249.0,3,1249.0,1
2,2021,1,SJU,14843,1484306,34819,US,72,PR,Puerto Rico,3,1.0,1.0,1,0.1379,B6,5.0,328.0,0.0,2378.0,5,2378.0,1
