Coupons,Year,Quarter,Origin,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,RoundTrip,OnLine,DollarCred,FarePerMile,RPCarrier,Passengers,ItinFare,BulkFare,Distance,DistanceGroup,MilesFlown,ItinGeoType
2,2021,1,MFE,13256,1325602,33256,US,48,TX,Texas,74,0.0,1.0,1,0.1609,AA,2.0,299.0,0.0,1858.0,4,1858.0,2
2,2021,1,LYH,13139,1313902,33139,US,51,VA,Virginia,38,0.0,0.0,1,0.2705,PT,1.0,195.0,0.0,721.0,2,721.0,2
5,2021,1,GTF,12003,1200305,31895,US,30,MT,Montana,84,1.0,0.0,1,0.1063,OO,1.0,378.0,0.0,3557.0,8,3557.0,2
2,2021,1,DRO,11413,1141307,30285,US,8,CO,Colorado,82,1.0,1.0,1,0.4288,OO,1.0,578.0,0.0,1348.0,3,1348.0,2
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,0.0,1,0.5649,MQ,1.0,505.0,0.0,894.0,2,894.0,2
1,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.0138,OH,1.0,5.0,0.0,363.0,1,363.0,2
4,2021,1,BNA,10693,1069302,30693,US,47,TN,Tennessee,54,1.0,1.0,1,0.3471,WN,1.0,479.0,0.0,1380.0,3,1380.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,0.0,1.0,1,0.2294,AA,1.0,264.0,0.0,1151.0,3,1151.0,2
4,2021,1,CVG,11193,1119302,33105,US,21,KY,Kentucky,52,1.0,1.0,1,0.1602,DL,2.0,206.0,0.0,1286.0,3,1286.0,2
2,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,1.0,1,0.4503,YX,1.0,507.0,0.0,1126.0,3,1126.0,2
4,2021,1,DAL,11259,1125904,30194,US,48,TX,Texas,74,1.0,1.0,1,0.0731,WN,2.0,245.0,0.0,3350.0,7,3350.0,2
1,2021,1,CVG,11193,1119302,33105,US,21,KY,Kentucky,52,0.0,1.0,1,0.0767,UA,1.0,82.0,0.0,1069.0,3,1069.0,2
2,2021,1,IAD,12264,1226402,30852,US,51,VA,Virginia,38,1.0,1.0,1,0.0974,ZW,1.0,96.0,0.0,986.0,2,986.0,2
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.0155,F9,5.0,65.0,0.0,4200.0,9,4200.0,2
3,2021,1,ROC,14576,1457606,34576,US,36,NY,New York,22,0.0,0.0,1,0.3384,OH,1.0,556.0,0.0,1643.0,4,1643.0,2
1,2021,1,MDT,13230,1323002,32070,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.3839,9E,1.0,238.0,0.0,620.0,2,620.0,2
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.1902,DL,1.0,292.0,0.0,1535.0,4,1535.0,2
2,2021,1,MEM,13244,1324402,33244,US,47,TN,Tennessee,54,1.0,1.0,1,0.1871,WN,1.0,473.0,0.0,2528.0,6,2528.0,2
2,2021,1,RAP,14457,1445702,34457,US,46,SD,South Dakota,67,0.0,0.0,1,0.5034,OO,2.0,511.0,0.0,1015.0,3,1015.0,2
2,2021,1,STL,15016,1501606,31123,US,29,MO,Missouri,64,0.0,0.0,1,0.3234,AA,1.0,476.0,0.0,1472.0,3,1472.0,2
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.4726,MQ,1.0,362.0,0.0,766.0,2,766.0,2
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,1.0,1.0,1,294,UA,3.0,354.0,0.0,1204.0,3,1204.0,2
1,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,0.0,1.0,1,36,DL,7.0,89.0,0.0,2475.0,5,2475.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,1.0,1.0,1,84,UA,2.0,272.0,0.0,3240.0,7,3240.0,2
2,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,0.0,1.0,1,0.1692,WN,1.0,433.0,0.0,2559.0,6,2559.0,2
4,2021,1,DAL,11259,1125904,30194,US,48,TX,Texas,74,1.0,1.0,1,0.1676,WN,1.0,582.0,0.0,3472.0,7,3472.0,2
2,2021,1,MIA,13303,1330303,32467,US,12,FL,Florida,33,1.0,1.0,1,48,AA,1.0,248.0,0.0,5170.0,11,5170.0,2
4,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,1.0,1.0,1,0.05,WN,1.0,241.0,0.0,4822.0,10,4822.0,2
2,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,0.0,1.0,1,0.1979,UA,1.0,441.0,0.0,2228.0,5,2228.0,2
4,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,0.0,1,0.6402,DL,1.0,927.0,0.0,1448.0,3,1448.0,2
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,0.0,1.0,1,0.1076,DL,1.0,263.0,0.0,2444.0,5,2444.0,2
2,2021,1,SAV,14685,1468502,34685,US,13,GA,Georgia,34,0.0,0.0,1,0.3622,OH,1.0,159.0,0.0,439.0,1,439.0,2
4,2021,1,RIC,14524,1452401,34524,US,51,VA,Virginia,38,1.0,1.0,1,0.1893,WN,1.0,377.0,0.0,1992.0,4,1992.0,2
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.1019,UA,1.0,214.0,0.0,2100.0,5,2100.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,1.0,1.0,1,0.1295,DL,3.0,268.0,0.0,2070.0,5,2070.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.2382,UA,1.0,657.0,0.0,2758.0,6,2758.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.2346,UA,1.0,754.0,0.0,3214.0,7,3214.0,2
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.0383,AA,17.0,116.0,0.0,3028.0,7,3028.0,2
1,2021,1,MIA,13303,1330303,32467,US,12,FL,Florida,33,0.0,1.0,1,0.9477,AA,1.0,616.0,0.0,650.0,2,650.0,2
2,2021,1,MFE,13256,1325602,33256,US,48,TX,Texas,74,0.0,1.0,1,0.1062,AA,1.0,181.0,0.0,1704.0,4,1704.0,2
4,2021,1,CAE,10868,1086803,30868,US,45,SC,South Carolina,37,1.0,0.0,1,0.1279,YX,1.0,496.0,0.0,3878.0,8,3878.0,2
2,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,1.0,1.0,1,0.0339,NK,1.0,74.0,0.0,2180.0,5,2180.0,2
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,1.0,1,0.1057,QX,2.0,192.0,0.0,1816.0,4,1816.0,2
1,2021,1,MCI,13198,1319801,33198,US,29,MO,Missouri,64,0.0,1.0,1,0.5688,WN,2.0,550.0,0.0,967.0,2,967.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.0105,NK,1.0,35.0,0.0,3340.0,7,3340.0,2
4,2021,1,LRD,13061,1306106,33038,US,48,TX,Texas,74,1.0,1.0,1,0.1275,MQ,1.0,205.0,0.0,1608.0,4,1608.0,2
4,2021,1,SMF,14893,1489302,33192,US,6,CA,California,91,1.0,1.0,1,0.0276,AA,1.0,137.0,0.0,4972.0,10,4972.0,2
4,2021,1,ABQ,10140,1014005,30140,US,35,NM,New Mexico,86,1.0,0.0,1,0.0761,DL,1.0,259.0,0.0,3402.0,7,3402.0,2
2,2021,1,GRR,11986,1198603,31986,US,26,MI,Michigan,43,0.0,0.0,1,0.6148,DL,1.0,498.0,0.0,810.0,2,810.0,2
2,2021,1,RIC,14524,1452401,34524,US,51,VA,Virginia,38,1.0,1.0,1,0.0907,B6,2.0,146.0,0.0,1610.0,4,1610.0,2
2,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,1.0,1,266,OO,1.0,224.0,0.0,842.0,2,842.0,2
4,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,0.0,1,0.0042,AA,1.0,11.0,0.0,2606.0,6,2606.0,2
4,2021,1,BRD,10739,1073907,30739,US,27,MN,Minnesota,63,1.0,0.0,1,0.3336,OO,1.0,491.0,0.0,1472.0,3,1472.0,2
1,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,0.0,1.0,1,0.2132,PT,1.0,113.0,0.0,530.0,2,530.0,2
4,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,0.0,1,0.1229,UA,1.0,452.0,0.0,3678.0,8,3678.0,2
4,2021,1,DSM,11423,1142307,31423,US,19,IA,Iowa,61,1.0,0.0,1,0.4264,9E,1.0,944.0,0.0,2214.0,5,2214.0,2
1,2021,1,PBI,14027,1402702,34027,US,12,FL,Florida,33,0.0,1.0,1,0.0152,F9,5.0,16.0,0.0,1052.0,3,1052.0,2
4,2021,1,PBI,14027,1402702,34027,US,12,FL,Florida,33,1.0,1.0,1,202,AA,1.0,516.0,0.0,2554.0,6,2554.0,2
1,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,0.0,1.0,1,0.3129,YX,1.0,199.0,0.0,636.0,2,636.0,2
4,2021,1,COU,11111,1111105,32474,US,29,MO,Missouri,64,1.0,0.0,1,0.1228,ZW,1.0,254.0,0.0,2068.0,5,2068.0,2
2,2021,1,BDL,10529,1052906,30529,US,9,CT,Connecticut,11,0.0,1.0,1,84,DL,1.0,102.0,0.0,1215.0,3,1215.0,2
4,2021,1,MCI,13198,1319801,33198,US,29,MO,Missouri,64,1.0,0.0,1,0.2683,YX,1.0,691.0,0.0,2575.0,6,2575.0,2
4,2021,1,ATW,10408,1040805,30408,US,55,WI,Wisconsin,45,1.0,0.0,1,0.1249,9E,1.0,447.0,0.0,3580.0,8,3580.0,2
3,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,1.0,0.0,1,0.0861,OO,1.0,386.0,0.0,4483.0,9,4483.0,2
4,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,1.0,1,0.0719,AA,1.0,264.0,0.0,3671.0,8,3671.0,2
2,2021,1,SEA,14747,1474703,30559,US,53,WA,Washington,93,1.0,0.0,1,0.1096,QX,1.0,151.0,0.0,1378.0,3,1378.0,2
4,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,1.0,0.0,1,0.2192,AA,1.0,292.0,0.0,1332.0,3,1332.0,2
2,2021,1,SAN,14679,1467903,33570,US,6,CA,California,91,0.0,0.0,1,0.0649,AA,1.0,174.0,0.0,2680.0,6,2680.0,2
2,2021,1,SDF,14730,1473004,33044,US,21,KY,Kentucky,52,0.0,0.0,1,0.5136,DL,2.0,454.0,0.0,884.0,2,884.0,2
2,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,1.0,1.0,1,0.5327,UA,1.0,586.0,0.0,1100.0,3,1100.0,2
2,2021,1,IND,12339,1233904,32337,US,18,IN,Indiana,42,0.0,1.0,1,0.5099,WN,1.0,565.0,0.0,1108.0,3,1108.0,2
2,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.0033,OO,1.0,5.0,0.0,1514.0,4,1514.0,2
2,2021,1,SDF,14730,1473004,33044,US,21,KY,Kentucky,52,0.0,0.0,1,0.1383,YX,1.0,100.0,0.0,723.0,2,723.0,2
5,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,0.0,1,0.1786,DL,1.0,376.0,0.0,2631.0,6,2105.0,2
2,2021,1,FLL,11697,1169706,32467,US,12,FL,Florida,33,0.0,1.0,1,0.0483,AA,2.0,85.0,0.0,1760.0,4,1760.0,2
3,2021,1,EVV,11612,1161206,31612,US,18,IN,Indiana,42,0.0,0.0,1,0.3533,9E,1.0,489.0,0.0,1384.0,3,1384.0,2
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,1.0,1.0,1,0.3653,OO,1.0,624.0,0.0,1708.0,4,1708.0,2
2,2021,1,MLB,13360,1336003,33360,US,12,FL,Florida,33,0.0,1.0,1,0.0853,DL,1.0,140.0,0.0,1641.0,4,1641.0,2
2,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,0.0,0.0,1,0.0523,YV,1.0,127.0,0.0,2430.0,5,2430.0,2
1,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.6272,WN,2.0,614.0,0.0,979.0,2,979.0,2
4,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,1.0,1,0.1024,YX,1.0,345.0,0.0,3368.0,7,3368.0,2
2,2021,1,ECP,11481,1148102,31481,US,12,FL,Florida,33,0.0,1.0,1,0.1942,DL,1.0,181.0,0.0,932.0,2,932.0,2
1,2021,1,CLE,11042,1104205,30647,US,39,OH,Ohio,44,0.0,1.0,1,113,NK,26.0,120.0,0.0,1062.0,3,1062.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,0.2425,UA,3.0,292.0,0.0,1204.0,3,1204.0,2
4,2021,1,BOI,10713,1071302,30713,US,16,ID,Idaho,83,1.0,1.0,1,0.3494,QX,1.0,348.0,0.0,996.0,2,996.0,2
1,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,0.0,1.0,1,0.0269,F9,3.0,31.0,0.0,1154.0,3,1154.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,1.0,1.0,1,0.3178,AA,1.0,136.0,0.0,428.0,1,428.0,2
2,2021,1,DFW,11298,1129806,30194,US,48,TX,Texas,74,1.0,1.0,1,0.3459,AA,1.0,640.0,0.0,1850.0,4,1850.0,2
2,2021,1,MEM,13244,1324402,33244,US,47,TN,Tennessee,54,0.0,0.0,1,0.1828,MQ,1.0,187.0,0.0,1023.0,3,1023.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,1.0,1.0,1,0.2937,AA,1.0,816.0,0.0,2778.0,6,2778.0,2
2,2021,1,TUS,15376,1537604,30436,US,4,AZ,Arizona,81,0.0,1.0,1,0.2532,AA,1.0,476.0,0.0,1880.0,4,1880.0,2
3,2021,1,BUR,10800,1080003,32575,US,6,CA,California,91,1.0,1.0,1,0.1596,WN,1.0,766.0,0.0,4798.0,10,4798.0,2
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,1.0,1.0,1,0.2402,WN,1.0,490.0,0.0,2040.0,5,2040.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.1571,AA,1.0,388.0,0.0,2470.0,5,2470.0,2
4,2021,1,ATW,10408,1040805,30408,US,55,WI,Wisconsin,45,1.0,0.0,1,0.1233,9E,2.0,308.0,0.0,2498.0,5,2498.0,2
4,2021,1,SGU,14794,1479405,34794,US,49,UT,Utah,87,1.0,0.0,1,0.0047,OO,1.0,11.0,0.0,2316.0,5,2316.0,2
2,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,1.0,1.0,1,0.2724,AA,1.0,469.0,0.0,1722.0,4,1722.0,2
2,2021,1,DEN,11292,1129202,30325,US,8,CO,Colorado,82,1.0,1.0,1,122,WN,1.0,417.0,0.0,3418.0,7,3418.0,2
4,2021,1,ABQ,10140,1014005,30140,US,35,NM,New Mexico,86,1.0,0.0,1,0.4211,OO,1.0,411.0,0.0,976.0,2,976.0,2
2,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,0.0,1.0,1,0.0852,DL,4.0,107.0,0.0,1256.0,3,1256.0,2
2,2021,1,BNA,10693,1069302,30693,US,47,TN,Tennessee,54,0.0,0.0,1,0.1612,AA,1.0,88.0,0.0,546.0,2,546.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,0.0,1.0,1,0.1165,WN,1.0,164.0,0.0,1408.0,3,1408.0,2
2,2021,1,VPS,15624,1562404,31504,US,12,FL,Florida,33,0.0,0.0,1,0.4948,9E,2.0,288.0,0.0,582.0,2,582.0,2
2,2021,1,MSP,13487,1348702,31650,US,27,MN,Minnesota,63,1.0,1.0,1,0.3197,DL,1.0,658.0,0.0,2058.0,5,2058.0,2
4,2021,1,SGF,14783,1478302,34783,US,29,MO,Missouri,64,1.0,0.0,1,0.2461,9E,1.0,476.0,0.0,1934.0,4,1934.0,2
1,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,0.0,1.0,1,0.0692,MQ,1.0,43.0,0.0,621.0,2,621.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,0.0,1,0.1028,AA,1.0,163.0,0.0,1586.0,4,1586.0,2
4,2021,1,GEG,11884,1188402,31884,US,53,WA,Washington,93,1.0,0.0,1,0.2535,OO,1.0,646.0,0.0,2548.0,6,2548.0,2
4,2021,1,BTR,10781,1078105,30781,US,22,LA,Louisiana,72,1.0,0.0,1,0.0021,9E,1.0,11.0,0.0,5240.0,11,5240.0,2
3,2021,1,HOU,12191,1219102,31453,US,48,TX,Texas,74,1.0,1.0,1,0.1286,WN,1.0,393.0,0.0,3057.0,7,3057.0,2
1,2021,1,ONT,13891,1389101,32575,US,6,CA,California,91,0.0,1.0,1,0.1244,WN,1.0,145.0,0.0,1166.0,3,1166.0,2
4,2021,1,COS,11109,1110902,30189,US,8,CO,Colorado,82,1.0,1.0,1,0.0617,AA,1.0,266.0,0.0,4308.0,9,4308.0,2
1,2021,1,FLL,11697,1169706,32467,US,12,FL,Florida,33,0.0,1.0,1,0.0704,NK,1.0,75.0,0.0,1065.0,3,1065.0,2
1,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.1219,YX,6.0,121.0,0.0,993.0,2,993.0,2
2,2021,1,TPA,15304,1530402,33195,US,12,FL,Florida,33,0.0,1.0,1,0.0728,DL,1.0,78.0,0.0,1072.0,3,1072.0,2
3,2021,1,MDW,13232,1323202,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.2229,WN,1.0,580.0,0.0,2602.0,6,2602.0,2
1,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,118,F9,3.0,121.0,0.0,1025.0,3,1025.0,2
3,2021,1,PDX,14057,1405702,34057,US,41,OR,Oregon,92,1.0,1.0,1,0.1122,AS,1.0,237.0,0.0,2112.0,5,2112.0,2
2,2021,1,CRP,11140,1114008,31140,US,48,TX,Texas,74,0.0,0.0,1,0.2159,MQ,2.0,290.0,0.0,1343.0,3,1343.0,2
2,2021,1,GRR,11986,1198603,31986,US,26,MI,Michigan,43,0.0,0.0,1,0.1501,OH,1.0,107.0,0.0,713.0,2,713.0,2
2,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,1.0,1.0,1,0.2999,WN,1.0,643.0,0.0,2144.0,5,2144.0,2
1,2021,1,SRQ,14986,1498603,34986,US,12,FL,Florida,33,0.0,1.0,1,0.0549,G4,6.0,59.0,0.0,1075.0,3,1075.0,2
2,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,1.0,1,0.1202,DL,3.0,237.0,0.0,1972.0,4,1972.0,2
2,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,1.0,1,0.1122,UA,1.0,543.0,0.0,4838.0,10,4838.0,2
1,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,0.0,1.0,1,0.1685,DL,2.0,202.0,0.0,1199.0,3,1199.0,2
2,2021,1,LCK,12917,1291703,31066,US,39,OH,Ohio,44,1.0,1.0,1,0.0579,G4,2.0,95.0,0.0,1642.0,4,1642.0,2
4,2021,1,BIS,10627,1062702,30627,US,38,ND,North Dakota,66,1.0,1.0,1,0.09,OO,1.0,267.0,0.0,2966.0,6,2966.0,2
3,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,0.0,1.0,1,335,DL,1.0,997.0,0.0,2976.0,6,2976.0,2
1,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,0.0,1.0,1,0.0073,UA,2.0,5.0,0.0,689.0,2,689.0,2
1,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.3531,DL,1.0,441.0,0.0,1249.0,3,1249.0,2
4,2021,1,BDL,10529,1052906,30529,US,9,CT,Connecticut,11,1.0,1.0,1,0.0769,WN,1.0,265.0,0.0,3446.0,7,3446.0,2
1,2021,1,FLL,11697,1169706,32467,US,12,FL,Florida,33,0.0,1.0,1,59,DL,1.0,55.0,0.0,932.0,2,932.0,2
2,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.1341,NK,1.0,172.0,0.0,1283.0,3,1283.0,2
4,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,1.0,1.0,1,0.1593,DL,1.0,395.0,0.0,2480.0,5,2480.0,2
2,2021,1,LGA,12953,1295304,31703,US,36,NY,New York,22,0.0,1.0,1,0.0796,B6,1.0,173.0,0.0,2173.0,5,2173.0,2
2,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,1.0,1.0,1,0.09,B6,10.0,196.0,0.0,2178.0,5,2178.0,2
2,2021,1,MDW,13232,1323202,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.1162,WN,4.0,208.0,0.0,1790.0,4,1790.0,2
1,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,0.0,1.0,1,0.1479,DL,2.0,227.0,0.0,1535.0,4,1535.0,2
1,2021,1,HOU,12191,1219102,31453,US,48,TX,Texas,74,0.0,1.0,1,0.2476,WN,6.0,232.0,0.0,937.0,2,937.0,2
2,2021,1,LIT,12992,1299206,32600,US,5,AR,Arkansas,71,0.0,1.0,1,0.0021,WN,1.0,5.0,0.0,2363.0,5,2363.0,2
1,2021,1,STL,15016,1501606,31123,US,29,MO,Missouri,64,0.0,1.0,1,0.2619,WN,1.0,359.0,0.0,1371.0,3,1371.0,2
2,2021,1,HOU,12191,1219102,31453,US,48,TX,Texas,74,0.0,0.0,1,0.1505,9E,1.0,137.0,0.0,910.0,2,910.0,2
3,2021,1,MCO,13204,1320402,31454,US,12,FL,Florida,33,1.0,1.0,1,0.0764,AA,2.0,119.0,0.0,1558.0,4,1558.0,2
2,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,0.0,1,0.1267,AA,1.0,151.0,0.0,1192.0,3,1192.0,2
3,2021,1,DCA,11278,1127805,30852,US,51,VA,Virginia,38,1.0,1.0,1,0.1025,AA,1.0,264.0,0.0,2576.0,6,2576.0,2
3,2021,1,MKE,13342,1334207,33342,US,55,WI,Wisconsin,45,1.0,1.0,1,0.1014,WN,1.0,252.0,0.0,2486.0,5,2486.0,2
4,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,1.0,0.0,1,463,UA,1.0,725.0,0.0,1566.0,4,1566.0,2
4,2021,1,SJC,14831,1483106,32457,US,6,CA,California,91,1.0,1.0,1,0.0662,AA,1.0,312.0,0.0,4712.0,10,4712.0,2
4,2021,1,SBP,14698,1469802,34236,US,6,CA,California,91,1.0,1.0,1,138,OO,1.0,448.0,0.0,3246.0,7,3246.0,2
2,2021,1,LAX,12892,1289208,32575,US,6,CA,California,91,1.0,1.0,1,0.0103,NK,1.0,48.0,0.0,4658.0,10,4658.0,2
4,2021,1,CHS,10994,1099402,30994,US,45,SC,South Carolina,37,1.0,0.0,1,0.0864,YX,1.0,227.0,0.0,2626.0,6,2626.0,2
1,2021,1,DTW,11433,1143302,31295,US,26,MI,Michigan,43,0.0,1.0,1,0.1514,YX,3.0,58.0,0.0,383.0,1,383.0,2
3,2021,1,SNA,14908,1490803,32575,US,6,CA,California,91,1.0,1.0,1,0.1044,WN,1.0,379.0,0.0,3632.0,8,3632.0,2
1,2021,1,LAS,12889,1288903,32211,US,32,NV,Nevada,85,0.0,1.0,1,194,F9,1.0,148.0,0.0,763.0,2,763.0,2
2,2021,1,CVG,11193,1119302,33105,US,21,KY,Kentucky,52,0.0,1.0,1,0.1016,WN,1.0,203.0,0.0,1999.0,4,1999.0,2
2,2021,1,IAH,12266,1226603,31453,US,48,TX,Texas,74,0.0,1.0,1,0.0172,NK,2.0,28.0,0.0,1629.0,4,1629.0,2
2,2021,1,ORD,13930,1393007,30977,US,17,IL,Illinois,41,1.0,1.0,1,0.0602,WN,75.0,107.0,0.0,1776.0,4,1776.0,2
4,2021,1,SLC,14869,1486903,34614,US,49,UT,Utah,87,1.0,1.0,1,0.1383,DL,1.0,724.0,0.0,5235.0,11,5235.0,2
4,2021,1,SDF,14730,1473004,33044,US,21,KY,Kentucky,52,1.0,1.0,1,0.0317,DL,1.0,46.0,0.0,1450.0,3,1450.0,2
2,2021,1,RSW,14635,1463502,31714,US,12,FL,Florida,33,0.0,1.0,1,0.1188,AA,1.0,264.0,0.0,2222.0,5,2222.0,2
1,2021,1,IAD,12264,1226402,30852,US,51,VA,Virginia,38,0.0,1.0,1,0.1005,UA,6.0,243.0,0.0,2419.0,5,2419.0,2
2,2021,1,MCI,13198,1319801,33198,US,29,MO,Missouri,64,0.0,0.0,1,0.0831,YX,1.0,132.0,0.0,1588.0,4,1588.0,2
2,2021,1,BUF,10792,1079206,30792,US,36,NY,New York,22,0.0,0.0,1,0.1226,OH,1.0,181.0,0.0,1476.0,3,1476.0,2
4,2021,1,AUS,10423,1042302,30423,US,48,TX,Texas,74,1.0,1.0,1,0.1872,AA,2.0,422.0,0.0,2254.0,5,2254.0,2
2,2021,1,ATL,10397,1039707,30397,US,13,GA,Georgia,34,1.0,1.0,1,0.1353,DL,4.0,256.0,0.0,1892.0,4,1892.0,2
2,2021,1,PHX,14107,1410702,30466,US,4,AZ,Arizona,81,0.0,0.0,1,0.0944,UA,1.0,171.0,0.0,1812.0,4,1812.0,2
1,2021,1,FAT,11638,1163807,31638,US,6,CA,California,91,0.0,1.0,1,0.0616,F9,6.0,52.0,0.0,844.0,2,844.0,2
2,2021,1,PHL,14100,1410005,34100,US,42,PA,Pennsylvania,23,1.0,1.0,1,0.0756,YX,1.0,102.0,0.0,1350.0,3,1350.0,2
2,2021,1,SAT,14683,1468305,33214,US,48,TX,Texas,74,1.0,1.0,1,0.6073,WN,1.0,300.0,0.0,494.0,1,494.0,2
3,2021,1,MIA,13303,1330303,32467,US,12,FL,Florida,33,1.0,1.0,1,0.0712,AA,1.0,247.0,0.0,3471.0,7,3471.0,2
4,2021,1,BNA,10693,1069302,30693,US,47,TN,Tennessee,54,1.0,0.0,1,0.1615,DL,1.0,322.0,0.0,1994.0,4,1994.0,2
3,2021,1,BOS,10721,1072102,30721,US,25,MA,Massachusetts,13,1.0,0.0,1,0.2032,YX,1.0,363.0,0.0,1786.0,4,1786.0,2
2,2021,1,EWR,11618,1161802,31703,US,34,NJ,New Jersey,21,1.0,1.0,1,0.0805,B6,2.0,172.0,0.0,2136.0,5,2136.0,2
2,2021,1,CHS,10994,1099402,30994,US,45,SC,South Carolina,37,1.0,1.0,1,0.2329,YX,1.0,354.0,0.0,1520.0,4,1520.0,2
3,2021,1,JFK,12478,1247805,31703,US,36,NY,New York,22,1.0,1.0,1,0.0018,B6,1.0,11.0,0.0,6208.0,13,6208.0,2
3,2021,1,SFO,14771,1477104,32457,US,6,CA,California,91,1.0,1.0,1,0.1573,WN,1.0,176.0,0.0,1119.0,3,1119.0,2
2,2021,1,BWI,10821,1082106,30852,US,24,MD,Maryland,35,1.0,1.0,1,0.3001,WN,1.0,530.0,0.0,1766.0,4,1766.0,2
