name,tuples,features,p_num_var,p_cat_var,p_duplicates,total_size,p_avg_dist,p_max_dist,p_min_dist,p_corr,max_pears,min_pears
dataset,301,8,0.75,0.25,0.0,19392,0.478,1.0,0.01,0.0,0.6178,-0.6763
