,outlier,imputation,50,60,70,80,90,100
4,none,none,-3.08,-2.78,-2.04,-1.36,-0.63,0.0
1,none,drop,3.47,3.38,3.16,2.56,1.21,
0,none,LOCF,-0.48,-0.17,-0.32,-0.18,0.02,
2,none,interpolation,-0.68,-0.48,-0.33,-0.26,-0.11,
3,none,mean,-3.81,-3.27,-2.79,-1.92,-0.87,
